,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,artist,title,genre,lyrics,year,youtube_links,url_spotify,Album,artist_image
439,439,439,439,806,gucci mane,Met Gala,"dirty south rap, hip hop, pop, pop rap, rap, southern hip hop, trap music","Hey
Southside
Wizop
Offset
If Young Metro don't trust you, I'm gon' shoot you
Woo

Mil' in a week (hey)
I bought a iced out Phillipe (ice)
Yeah, playin' for keeps (keeps)
Suck the dick game, she a leech (leech)
Came in the game with a key (key)
My pockets blew up, Monique (Monique)
Ooh, she got that perfect physique (ooh)
I'll tape a brick to her cheeks (brick)
Now that I'm gettin' this money
I'm fuckin' these thotties, they tryna get come up (come up)
This is good week, we stackin' up Ms
And I'm snatchin' that Wraith in the mornin' (Wraith)
I was that nigga locked up in the cell
And they treated me like I was normal (normal)
Thankin' the Lord for them blessings
I just let the met gala dressin' up formal (formal)

Look at my boogers, they big as you (booger)
You could get shot with your nigga too (bow)
This stick make a nigga do boogaloo (brr)
Bentley Mulsanne but this is masseuse (skrt)
I'm havin' more stripes than Adidas boost's (havin' that)
Dick in her mouth like I'm edible (dickin' that)
Nigga stop shootin', you better move (brr)
I fight for my gang, I won't let 'em lose (gang)
Your bitch, she wantin' the pipe, aight
This shit started off lice (huh)
Hopped in my DM and rode me a kite, flight (yeah)
And she on the very first flight (go)
Finesse a nigga then get this shit right (huh)
On sight, right, nigga, goodnight (on sight)
Poppin' that shit 'cause he thinkin' he pipe, pipe
Hunnid rounds drum with the knife (brr)
Me and the Wop, Biggie and Pac (Wop)
But we so different, we keepin' the Glock (bow)
I'm on a yacht and a yacht on my watch (yacht)
Fuckin' a thot on the ocean, Dubai (thot)
I'ma play dumb but that's see out the plot (plot)
She know what I'm 'bout (hey)
You hear this dope and your heart gonna stop (hey)
They callin' the cops (12)
Hop on the jet, this a 20 passenger (jet)
Offset the mania, I'm the massacre (hey)
I take your heart out and shoot your bladder up (agh)
Get to the top and we blew the ladder up (top)
Ran up my money and I'm talkin' lateral (bag)
Had that bitch high off a Perc and Adderall (high)
Pull out the fire and you better grab it all (brrr)
Bitch, I'm Offset and I'm 'bout to set it off (hey, hey)

Mil' in a week (hey)
I bought a iced out Phillipe (ice)
Yeah, playin' for keeps (keeps)
Suck the dick game, she a leech (leech)
Came in the game with a key (key)
My pockets blew up, Monique (Monique)
Ooh, she got that perfect physique (ooh)
I tape a brick to her cheeks (brick)
Now that I'm gettin' this money
I'm fuckin' these thotties, they tryna get come up (come up)
This is good week, we stackin' up Ms
And I'm snatchin' that Wraith in the mornin' (Wraith)
I was that nigga locked up in the cell
And they treated me like I was normal (normal)
Thankin' the Lord for them blessings
I just let the met gala dressin' up formal (formal)

I'm havin' this shit what you hadn't (havin' it)
Showin' respect like your daddy (respect)
Yeah, Gucci the man, cash in the caddy (guwop)
I just woke up in a palace (woo)
I did a walk through, I'm in Dallas, man (walk through)
Flew in two bitches from Cali (pew)
These Bs on me, I can't barely (B)
They drunk and they just walkin' barely
I'm headed to Paris to pick up a bag (go, go, go)
And they treat me like one of the Jacksons
These niggas ain't trippin', they makin' transactions (nah)
A nigga rob you, you be practicing (bow)
Four bitches all tryna swallow this
I feel like I'm fightin' an octopus (woo)
Thought it was killers, camped out in my bushes (brr)
Then come to find out it's photographers (flash)
Feds watch me through binoculars (feds)
Mad 'cause a nigga get popular (grr)
Flex on a hoe wanna lock me up, yo (flex)
Drop Top Wop but the top is up (skrt, skrt)
Negative turn to a positive (woo, woo, woo)
I don't care for no obstacles
I could care less 'bout the bloggers, boy (no)
80K stuffed in my joggers, boy (80 boy)

Mil' in a week (hey)
I bought a iced out Phillipe (ice)
Yeah, playin' for keeps (keeps)
Suck the dick game, she a leech (leech)
Came in the game with a key (key)
My pockets blew up, Monique (Monique)
Ooh, she got that perfect physique (ooh)
I tape a brick to her cheeks (brick)
Now that I'm gettin' this money
I'm fuckin' these thotties, they tryna get come up (come up)
This is good weed, we stackin' up Ms
And I'm snatchin' that Wraith in the mornin' (Wraith)
I was that nigga locked up in the cell
And they treated me like I was normal (normal)
Thankin' the Lord for them blessings
I just let the met gala dress up formal (formal)",2017,https://www.youtube.com/watch?v=3QzUSSKfEeA,,,
440,440,440,440,807,the chainsmokers,Paris,"edm, pop, tropical house","We were staying in Paris
To get away from your parents
And I thought: ""Wow, if I could take this in a shot right now
I don't think that we could work this out""

Out on the terrace
I don't know if it's fair
But I thought: ""How could I let you fall by yourself
While I'm wasted with someone else?""

If we go down, then we go down together
They'll say you could do anything
They'll say that I was clever
If we go down, then we go down together
We'll get away with everything
Let's show them we are better
Let's show them we are better
Let's show them we are better

We were staying in Paris
To get away from your parents
You look so proud
Standing there with a frown and a cigarette
Posting pictures of yourself on the Internet

Out on the terrace
We breathe in the air of this small town
On our own, cutting class for the thrill of it
Getting drunk on the past we were living in

If we go down, then we go down together
They'll say you could do anything
They'll say that I was clever
If we go down, then we go down together
We'll get away with everything
Let's show them we are better

Let's show them we are, show them we are
Let's show them we are, show them we are
Let's show them we are better

We were staying in Paris
Let's show them we are better
Let's show them we are, show them we are
Let's show them we are, show them we are
Let's show them we are better

If we go down, then we go down together
They'll say you could do anything
They'll say that I was clever
If we go down, then we go down together
We'll get away with everything
Let's show them we are better

We were staying in Paris (if we go down)
We were staying in Paris (if we go down)
We were staying in Paris (if we go down)
We were staying in Paris (if we go down)
Let's show them we are better

We were staying in Paris
Let's show them we are better
Let's show them we are better

If we go down
Let's show them we are better
If we go down
Let's show them we are better
If we go down
Let's show them we are better

Let's show them we are better",2017,https://www.youtube.com/watch?v=fRNkQH4DVg8,https://open.spotify.com/artist/69GGBxA162lTqCwzJG5jLp,Memories...Do Not Open,
441,441,441,441,808,shakira,Me Enamore,"dance pop, latin, latin pop, mexican pop, pop","La vida me empez_ a cambiar
La noche que te conoc_
Ten_a poco que perder
Y la cosa sigui_ as_

Yo con mi sost©n a rayas
Y mi pelo a medio hacer
Pens©: ""Este todav_a es un ni±o
Pero Îèqu© le voy hacer?""

Es lo que andaba buscando
Y el doctor recomendando
Cre_ que estaba so±ando, oh-oh, oh-oh

ÎèDe qu© me andaba quejando?
No s© qu© estaba pensando
Voy pa'l cielo y voy pateando, oh-oh, oh-oh

Me enamor©, me ena-na-namor©
Lo vi solito y me lanc©
Me ena-na-namor©
Me ena-na-namo-

Mira, qu© cosa bonita
Qu© boca ms redondita
Me gusta esa barbita

Y bail© hasta que me cans©
Hasta que me cans© bail©
Y me ena-na-namor©
Nos enamoramos

Un mojito, dos mojitos
Mira, qu© ojitos bonitos
Me quedo otro ratito

Contigo yo tendr_a diez hijos
Empecemos por un par
Solamente te lo digo
Por si quieres practicar

Lo _nico que estoy diciendo
""Vaymonos conociendo""
Es lo que he esta'o proponiendo, oh-oh, oh-oh

Nos vamos entusiasmando
Todo nos va resultando
Qu© bien lo estamos pasando, oh-oh, oh-oh

Me enamor©, me ena-na-namor©
Lo vi solito y me lanc©
Me ena-na-namor©
Me ena-na-namo-

Mira, qu© cosa bonita
Qu© boca ms redondita
Me gusta esa barbita

Y bail© hasta que me cans©
Hasta que me cans© bail©
Me ena-na-namor©
Nos enamoramos

Un mojito, dos mojitos
Mira, qu© ojitos bonitos
Me quedo otro ratito

Nunca cre_ que fuera as_
Como te fijar_as en m_
Toda la noche lo pens©

Este es pa' m_ o pa' ms nadie
E-e-es pa' m_ o pa' ms nadie
Este es pa' m_ o pa' ms nadie
E-e-es pa' m_ o pa' ms nadie

Me enamor©, me ena-na-namor©
Lo vi solito y me lanc©
Me ena-na-namor©
Me ena-na-namo-

Mira, qu© cosa bonita
Qu© boca ms redondita
Me gusta esa barbita

Y bail© hasta que me cans©
Hasta que me cans© bail©
Me ena-na-namor©
Nos enamoramos

Un mojito, dos mojitos
Mira, qu© ojitos bonitos
Me quedo otro ratito

Nunca cre_ que fuera as_
Como te fijar_as en m_
Toda la noche lo pens©

Este es pa' m_ o pa' ms nadie
E-e-es pa' m_ o pa' ms nadie
Este es pa' m_ o pa' ms nadie
E-e-es pa' m_ o pa' ms nadie",2017,https://www.youtube.com/watch?v=sPTn0QEhxds,,,
442,442,442,442,809,bryson tiller,Somethin Tells Me,"indie r&b, pop, pop rap, r&b, rap, trap music","Yeah somethin' tells me
We ain't gon' last baby
We ain't gon' last baby
We ain't gon' last baby
We ain't gon' last baby

Yo' intuition has been tellin' you
Things that you never knew (never knew)
Rubbing shoulders with bitches I used to put on pedestals
But still I keep it professional
Laying in the bed and you acting like I can't even touch you
I don't know why you do that
Shower with the door open, why you do that?
Drop the towel right in front of me, you cruel
What's goin' on baby, talk to me baby
Say it to me straight, did I make a mistake?
And I can't concentrate while you're standing there naked
Acting strange, yeah, yeah, yeah

Yeah somethin' tells me
We ain't gon' last baby
We ain't gon' last baby
We ain't gon' last baby
We ain't gon' last baby
Yeah somethin' tells me
We ain't gon' last baby
We ain't gon' last baby
We ain't gon' last baby
We ain't gon' last baby

My intuition has been telling me
Trust what you said to me
You ain't never really felt love 'til you slept with me
I'm busy, it's no wonder you upset with me
You found a Magnum inside of my bag
Don't know how to explain this
That was in there way before we started dating
This the only music I hate facing, oh
Lay down baby I'ma take it slow
Can't let this thing go to waste, oh no
Before we crash, hit the brakes, oh no
Call, then I got to your place, oh no
Still getting voicemail, oh no
Fuck it, leave a voicemail, oh no
Hey, looks like we're at the end of the road

Yeah somethin' tells me
We ain't gon' last baby
We ain't gon' last baby
Somethin' tells me
We ain't gon' last baby
We ain't gon' last baby
Yeah somethin' tells me
We ain't gon' last baby
We ain't gon' last baby
We ain't gon' last baby
We ain't gon' last baby

Oh yeah, oh yeah
Oh yeah, yeah, yeah, yeah
You know I feel like you know what I'm about to say
Oh yeah, oh yeah
You know what I'm about to say, huh
Oh yeah, oh yeah
Can we make it work, huh
Can we make it work
Let's make it work
Let's make it work, yeah
I know we can make it work
Let's make it work
We can make it work, come on",2017,https://www.youtube.com/watch?v=rfgbzlEYhIM,,,
443,443,443,443,810,bryson tiller,Self-Made,"indie r&b, pop, pop rap, r&b, rap, trap music","Woo, yeah, yeah, yeah
You already know
Young Tiller
Let's go

Gucci on my belt, bought a necklace for myself
Bought Giuseppe for myself, spent them blessings on myself
Donatello, that's a killer, I smoke purple out the shelf
She want Birkin, she want, Gucci purse, she want Chanel, got it

I spend that 'cause I earned it for myself
Got my shawty out the way and now I'm splurging on myself
You should worry 'bout yourself, I've been working on myself
I've been balling like I'm Curry, need a jersey for myself (I need a jersey for myself)
What's next? I'm nervous for myself
If I changed, I became a better version of myself
Bought a chain, bought two more, yeah, I deserve that for myself
And my neighbors look at me like, ""How he purchase that himself?""

'Cause I'm a seven figure, self-made nigga
Blow the money, get it back the next day nigga
(made it back, yeah)
Wow, what the check say, nigga?
I'm getting paid, nigga, need a chef and maid, nigga

And a Gucci on my belt, bought a necklace for myself
Bought Giuseppe for myself, spent them blessings on myself
Donatello, that's a killer, I smoke purple out the shelf
She want Birkin, she want, Gucci purse, she want Chanel, got it

Must've heard a hundred niggas say they made me
(I made that nigga!)
So, which one you niggas made me?
Don't know who you talking to, not me, oh no, you can't be
They wan' be my fam, but my crew is sucker-lame free (Lame free)
I just want a yacht and a jet-ski
Pull up on your block, Icy Hot, Wayne Gretzkey
(I pull up, pull up)
Fucking con artist, boy, you sketchy
Pretty but she messy, only wanna sex me

'Cause I'm a Seven figure, self-made nigga
Blow the money, get it back the next day nigga
(made it back, yeah)
Wow, what the check say, nigga?
I'm getting paid, nigga, need a chef and maid, nigga

Count that mula with my thumb
502, that's where I'm from
Used to stay on Hazelwood
You see trouble then you run (Run)
Word to Joker Noble, we don't do this shit for fun
100 million, then I'm done
Poochie laid out in the sun
Like I want

Gucci on my belt, bought a necklace for myself
Bought Giuseppe for myself, spent them blessings on myself
Donatello, that's a killer, I smoke purple out the shelf
She want Birkin, she want, Gucci purse, she want Chanel, got it

Yeah, yeah, Gucci on my belt
Yeah, she want Gucci on her belt
Gucci on her purse
Gucci on that
Yeah",2017,https://www.youtube.com/watch?v=7GbI9GaNrzc,,,
444,444,444,444,811,bryson tiller,Don't Get Too High,"indie r&b, pop, pop rap, r&b, rap, trap music","Hey
Yeah
Back again with the
Them cuffin' season tunes
Hey
Hey, you

Okay, spend too much time with your friends
Too much time with your friends
Turned up at the function
You could barely function
Oh, you getting drunk and too high to call me up, and
Hanging with them other niggas, I could barely stomach
Oh, you telling me the shit you used to put up with
You ain't go through that twice, okay
I'ma come through, spend the night, okay
1300 on the flight, okay
Love, you can't put a price on it
Something came up, girl, I know it
You ain't never got time for me

'Cause you spend too much time with your friends, fuck y'all doing? Hey
Spending money on strip clubs and drugs, I knew it
Damn shawty, you know love ain't the same way I do it
I'm the only drug you need to get you through it

I always tell you don't get too high
Don't drink too much, don't smoke too much
Tell me if it's cool if I come by and keep you up
I show you love, I show you love

Girl, I'm not trying to kill your vibe, kill your buzz
I ain't tryna' sober you up
Girl, I""m just trying to be by your side
And be the one you see first when you woke up

Woah, you make me feel how I make other bitches feel
Like you be cool without or with me here
Stuck in Miami, I don't know why I feel empty here
They say, ""Don't bring sand to the beach, you'll see there's plenty here""
Seems like all I ever see is fake ass and fake titties here
And hoes looking for a come up and a nigga that's tricking here
Girl, I don't wanna be the nigga to give you dick and disappear
If you want me to, I could do you like I do women here

'Cause you spend too much time with your friends, fuck y'all doing? Hey
Spending money on strip clubs and drugs, I knew it
Damn shawty, you know love ain't the same way I do it
I'm the only drug you need to get you through it

I always tell you don't get too high
Don't drink too much, don't smoke too much
Tell me if it's cool if I come by and keep you up
I show you love, I show you love

Girl, I'm not trying to kill your vibe, kill your buzz
I ain't tryna' sober you up
Girl, I""m just trying to be by your side
And be the one you sae first whenever you woke up

Blow that dope, dope
Blow that dope, dope
Blow that dope, dope
Blow that dope, dope
Blow that dope, dope
Blow that dope, dope",2017,https://www.youtube.com/watch?v=HTT4_YFFu8w,,,
445,445,445,445,812,bryson tiller,Run Me Dry,"indie r&b, pop, pop rap, r&b, rap, trap music","I think she love me, 'cause I got the check on me
Wan' spend the day and flex on me
Put a curse and hex on me
Scratch out my name, put the X on me
You should come check on me
Talk dirty and caress on me
Fuck it, might as well get undressed for me
Love how you get that pussy wet for me
Put a lot of stress on me
You used to obsess for me
Call the station and request for me
You done went and got a big head on me

You're running me dry
Oh girl, you're running me dry
Cried my last tear drop
Saw bad when I told 'em bring it here
Drop down, pick it up up up
Swing it around, I'mma go go go
Drop that, down I'mma pick it up up up
Swing it around, I'mma go go go
Let's go, let's go
Oh, you're the reason I even saw bad when I told her bring it here
Drop down, pick it up up up
Swing it around, I'mma go go go
Drop that, down I'mma pick it up up up
Swing it around, I'mma go go go

Aye aye aye aye
Used to break my neck for you
Spend my paycheck on you
Put my account in the red for you
Damn near put myself in debt for you
You made me obsessed for you
Thought I had the same effect on you
Couldn't see I was the best for you
Now you gotta figure out what's next for you
Now you feel regret, oh do you?
Baby I could care less for you
Trust, I'm not even sweating you
You ran me dry, better yet it's still you
Out of respect for you
I curved bitches on the internet for you
I, lost all respect for you
Baby it's my turn to flex on you

You're running me dry
Oh girl, you're running me dry
Cried my last tear drop
S'all bad when I told em bring it here
Drop down, pick it up up up
Swing it around, I'mma go go go
Drop that, down I'mma pick it up up up
Swing it around, I'mma go go go
Let's go, let's go
Oh, you're the reason I even saw bad when I told her bring it here
Drop down, pick it up up up
Swing it around, I'mma go go go
Drop that, down I'mma pick it up up up
Swing it around, I'mma go go go",2017,https://www.youtube.com/watch?v=3-yamPXZQtU,,,
446,446,446,446,813,martin garrix,There For You,"big room, edm, pop, progressive house, south african pop, tropical house","I woke up pissed off today
And lately, everyone feels fake
Somewhere I lost a piece of me
Smoking cigarettes on balconies

But I can't do this alone
Sometimes I just need a light
If I call you on the phone
Need you on the other side

So when your tears roll down your pillow like a river
I'll be there for you, I'll be there for you
When you're screaming, but they only hear you whisper
I'll be loud for you
But you gotta be there for me too

(Gotta be there for me too)
(Gotta be there for me too)
(Gotta be there for me too)

But you gotta be there for me too

Last year took a toll on me
But I made it with you next to me
Around the world and back again
I hope you're waiting at the end

But I can't do this alone
Sometimes I just need a light
If I call you on the phone
Need you on the other side

So when your tears roll down your pillow like a river
I'll be there for you, I'll be there for you
When you're screaming, but they only hear you whisper
I'll be loud for you, I'll be loud for you

I got you, I promise
Let me be honest
Love is a road that goes both ways

When your tears roll down your pillow like a river
I'll be there for you
But you gotta be there for me too

(Gotta be there for me too)
(Gotta be there for me too)
(Gotta be there for me too)

But you gotta be there for me too

Boy, I'm holding on to something
Won't let go of you for nothing
I'm running, running just to keep my hands on you

There was a time that I was so blue
What I got to do to show you?
I'm running, running just to keep my hands on you

Running, running just to keep my hands on you
Running, running just to keep my hands on you
So I'm running, running just to keep my hands on you
But you gotta be there for me too

(Gotta be there for me too)
(Gotta be there for me too)
(Gotta be there for me too)

But you gotta be there for me too",2017,https://www.youtube.com/watch?v=pNNMr5glICM,https://open.spotify.com/artist/60d24wfXkVzDSfLS6hyCjZ,There for You,
447,447,447,447,814,bryson tiller,No Longer Friends,"indie r&b, pop, pop rap, r&b, rap, trap music","Hi, aight, whatever, you doing too much
You doing too much
Ayy

Let's go back to the time
When your nigga used to trip
'Bout the time we spent
Girl, when we were just friends
It was friendly on my end
Even though I look forward to seeing you again like, uh
When am I seeing you again?
Ayy, when are we speaking again?
Shit, you look good with that ink on your skin
Hood, but you far from the streets you was in, oh yeah
No he don't like it, call me up
He don't like it
This was the perfect timing
Love you, I'm sorry and I can't, yeah
Talk about you like a queen making
As if you even never even mattered
And you a bad bitch, you keep getting better
This ain't the side nigga anthem
I been straight forward, he's going backwoods

Relax, yo, just chill
I love you, I'm with you
I ain't with this nigga
You don't think I.
My best friend, he's my brother
My brother
I don't think he's your brother
That's your blood?
Aight
Fuck him, that's what it is
That's my brother
No, no, daddy can fuck
You fuck him

You was on the verge of losing it
You was acting like you ain't want shit to do with her
I cut out the bullshit and kept it true with her
That's why the sexual tension is high when I'm in rooms with her
She really the shit, I don't be juicing her
I'm the shit too, that's why I'm in tune with her
I feel like I'm sun on ya
I feel like you grew on me
Have I grown on you?
Done fronting like I don't want you
You treat me like I don't know you
Back and forth between me and all your niggas
It's busy tonightthat figures
Tonight just stay [?]
Still I answer your call when he doesn't answer at all
But I want that too, that's all
I need the same in return, that's all

Oh, that's all I want
All I want, all I want
That's all I want, all I want
All I want (just a, just a little time)",2017,https://www.youtube.com/watch?v=2QLU7gk7u-Q,,,
448,448,448,448,815,halsey,Strangers,"dance pop, etherpop, indie poptimism, pop, post-teen pop","She doesn't kiss me on the mouth anymore
'Cause it's more intimate, than she thinks we should get
She doesn't look me in the eyes anymore
Too scared of what she'll see, somebody holding me

When I wake up all alone
And I'm thinking of your skin
I remember, I remember what you told me

Said that we're not lovers, we're just strangers
With the same damn hunger
To be touched, to be loved, to feel anything at all
We're not lovers, we're just strangers
With the same damn hunger
To be touched, to be loved, to feel anything at all

She doesn't call me on the phone anymore
She's never listening, she says it's innocent
She doesn't let me have control anymore
I must've crossed a line, I must've lost my mind

When I wake up all alone
And I'm thinking of your skin
I remember, I remember what you told me

Said that we're not lovers, we're just strangers
With the same damn hunger
To be touched, to be loved, to feel anything at all
We're not lovers, we're just strangers
With the same damn hunger
To be touched, to be loved, to feel anything at all

I miss the mornings with you laying in my bed
I miss the memories replaying in my head
I miss the thought of a forever, you and me
But all you're missing is my body, oh

Said we're not lovers (we're not lovers)
'Cause we're just strangers
With the same damn hunger
To be touched, to be loved, to feel anything at all
We're not lovers, we're just strangers
With the same damn hunger
To be touched, to be loved, to feel anything at all (anything)

To feel anything at all
To feel anything at all
(You lost it)
(You lost it)
(You lost it)",2017,https://www.youtube.com/watch?v=S2TaAcwC_zI,,,
449,449,449,449,816,jason aldean,Any Ol' Barstool,"contemporary country, country, country road","I guess you heard I was pedal to the metal
On a downhill slide
Girl, you know those rumors get to flyin' in a town this size
No, I didn't feel a thing when you threw that
Ring and slammed the door
If you wanna know the truth
You gotta go straight to the source

Ask any ol' barstool in this town
Ask my new found party crowd
Sure I take more Jack in my coke now
A little more high in my smoke now
Sure I stay til they're all long gone
And I take the long way home
But I ain't sittin' round
Tryin' to drown the thought of you
Ask any ol' barstool

I can finally stretch out in our king size bed
If I make it that far
But fillin' in all these blanks you left isn't all that hard
No, I ain't wonderin' where you been
Or who you been with
I guess you didn't hurt me half as bad as you think you did

Ask any ol' barstool in this town
Ask my new found party crowd
Sure I take more Jack in my coke now
A little more high in my smoke now
Sure I stay til they're all long gone
And I take the long way home
But I ain't sittin' round
Tryin' to drown the thought of you
Ask any ol' barstool

Yeah, you think I'm down and out
Hidin' out, hell-bent crazy
But that ain't me, baby

Ask any ol' barstool in this town
Ask my new found party crowd
Sure I take more Jack in my coke now
But I'm a long way from broke now
Sure I stay til they're all long gone
And I take the long way home
But I ain't sittin' round
Tryin' to drown the thought of you
Ask any ol' barstool
Ask any ol' barstool

I guess you heard I was pedal to the metal
On a downhill slide",2017,https://www.youtube.com/watch?v=VpzA2q7Ku6s,,,
450,450,450,450,817,katy perry,Chained To The Rhythm,"dance pop, pop, post-teen pop","Are we crazy?
Living our lives through a lens
Trapped in our white-picket fence
Like ornaments
So comfortable, we live in a bubble, a bubble
So comfortable, we cannot see the trouble, the trouble
Aren't you lonely
Up there in utopia
Where nothing will ever be enough?
Happily numb
So comfortable, we live in a bubble, a bubble
So comfortable, we cannot see the trouble, the trouble

Aha, look so good
So put your rose-colored glasses on
And party on

Turn it up, it's your favorite song
Dance, dance, dance to the distortion
Come on, turn it up, keep it on repeat
Stumbling around like a wasted zombie
Yeah, we think we're free
Drink, this one is on me
We're all chained to the rhythm
To the rhythm
To the rhythm
Turn it up, it's your favorite song
Dance, dance, dance to the distortion
Come on, turn it up, keep it on repeat
Stumbling around like a wasted zombie
Yeah, we think we're free
Drink, this one is on me
We're all chained to the rhythm
To the rhythm
To the rhythm

Are we tone deaf?
Keep sweeping it under the mat
Thought we can do better than that
I hope we can
So comfortable, we live in a bubble, a bubble
So comfortable, we can't see the trouble, the trouble

Aha, look so good (so good)
So put your rose-colored glasses on
And party on

Turn it up, it's your favorite song
Dance, dance, dance to the distortion
Come on, turn it up, keep it on repeat
Stumbling around like a wasted zombie
Yeah, we think we're free
Drink, this one is on me
We're all chained to the rhythm
To the rhythm
To the rhythm
Turn it up, it's your favorite song
Dance, dance, dance to the distortion
Come on, turn it up, keep it on repeat
Stumbling around like a wasted zombie
Yeah, we think we're free
Drink, this one is on me
We're all chained to the rhythm
To the rhythm
To the rhythm

It is my desire
Break down the walls to connect, inspire
Ay, up in your high place, liars
Time is ticking for the empire
The truth they feed is feeble
As so many times before
They greed over the people
They stumbling and fumbling
And we're about to riot
They woke up, they woke up the lions
(Woo!)

Turn it up, it's your favorite song
Dance, dance, dance to the distortion
Come on, turn it up, keep it on repeat
Stumbling around like a wasted zombie
Yeah, we think we're free
Drink, this one is on me
We're all chained to the rhythm
To the rhythm
To the rhythm

Turn it up
Turn it up
It goes on, and on, and on
It goes on, and on, and on
It goes on, and on, and on
'Cause we're all chained to the rhythm",2017,https://www.youtube.com/watch?v=Um7pMggPnug,,,
451,451,451,451,818,machine gun kelly,At My Best,"pop rap, rap","I wrote this song as a message for help
On behalf of anybody finding theirself
I wrote this letter to numb your pain
'Cause everyday I wake up I'm feeling the same
I got issues just like you got issues
I been hurt I seen the scar tissue
If I show you would you run away
Do I gotta hide 'em for you to wanna stay
Do I, even need you, should I leave you
Do I, gotta be you, just to please you
Do I, say I'm all good, when I bleed you
Through my, heart, quit tearing mine apart

I shout, I swear, I get angry, I get scared
I fall, I break, I mess up, I make mistakes
But if you can't take me at my worst
You don't deserve me at my best

Got to keep it going, got to keep my head up, uh
Got to keep it going, got to keep my head up, uh
Got to keep it going, got to keep my head up cause life is about, aight check this out

Life is about making mistakes
It's also about trying to be great
Do not let failure scare you away
I know you fed up, you fall, get up
It's all in us, I can speak about 'cause I did it (true)
Ladies and gentlemen here's the exhibit
It's my life look a little closer you could see the highlight
Gold ain't always golden but I told 'em
Look at all the years I've been waiting for a moment
Shed a lot of tears just to smile in the morning
Tell me could you love me, tell me could you love me
Tell me could you love me if I told you why

I shout, I swear, I get angry, I get scared
I fall, I break, I mess up, I make mistakes
But if you can't take me at my worst
You don't deserve me at my best

This song's for anybody, yeah
Who feels like I did
Never the cool kid
This song's for anybody
Who fought their way through
Always remain true
This song's for anybody
The one's who trying to get it
The one's who dreaming and live it
This song's for anybody
This song, this song, this song, this song, this song, this song

I shout, I swear, I get angry, I get scared
I fall, I break, I mess up, I make mistakes
But if you can't take me at my worst
You don't deserve me at my best

Got to keep it going, got to keep my head up, uh
Got to keep it going, got to keep my head up, uh
Got to keep it going, got to keep my head up cause life is about",2017,https://www.youtube.com/watch?v=tgvbhxb9yk8,,,
452,452,452,452,819,chris stapleton,Either Way,contemporary country,"We pass in the hall
On our way to separate rooms
The only time we ever talk
Is when the monthly bills are due
We go to work, we go to church
We fake the perfect life
I'm past the point of giving in
And all my tears are cried

We can't go just go on like this
Say the word we'll call it quits
Baby, you can go or you can stay
But I won't love you either way

It's been so long since I felt
Anything inside these walls
Can't hate and you can't hurt
When you don't feel it all
I used to cry and stay up nights and wonder what went wrong
And it's been hard and hearts can only do that for so long

We can't go just go on like this
Say the word we'll call it quits
Baby, you can go or you can stay
But I won't love you either way

We can't go just go on like this
Say the word we'll call it quits
Baby, you can go or you can stay
But I won't love you either way",2017,https://www.youtube.com/watch?v=_Hu4GYtye5U,,,
454,454,454,454,821,chris blue,Money On You,deep talent show,"Can we get a little up close and personal
Somewhere alone, Somewhere alone
Ain't nobody else in my peripheral
You got it all, You got it all

I've got a feeling, we could could be golden
Yeah we got nothing to lose

My Money's on you for the rest of the night
You could be the highlight
Come bet on me too if you want a good time
I could be the highlight
My money's on you, you

Fire couldn't make me sweat the way you do
You dangerous, you and yo bad self
Thunder couldn't shake this bed like me and you
Ain't hard to tell, you do it well

I've got a feeling, we could could be golden
Yeah we got nothing to lose

My money's on you for the rest of the night
You could be the highlight
Come bet on me too if you want a good time
I could be the highlight
My money's on you, you
My money's on you, you

Hey baby, you could be the highlight
Hey baby, you could be the highlight
Hey baby, you could be the highlight, highlight

My money's on you for the rest of the night
You could be the highlight
Come bet on me too if you want a good time
I could be the highlight
My money's on you, you
My money's on you, you",2017,https://www.youtube.com/watch?v=ddW-W0VQ5Gs,,,
456,456,456,456,823,lee brice,Boy,"contemporary country, country, country road, modern country rock","Boy, you're gonna know it all
You'll think you're ten feet tall
And run like you're bulletproof
And total a car or two
Boy, you're gonna hate this town
Wish you could burn it down
That fire in your eyes is 20 counties wide
But boy, you're gonna love 17
And boy, you'll do some stupid things

You're gonna drive and kiss
And throw a punch
And grow up way too fast
You're gonna drop the ball
Hit the wall
And break some hearts like glass
I know you will, 'cause you're a part of me
And a part of you will always be a boy

Boy, you're gonna be so stubborn
You get that from your mother
I already see it now, you weren't built for backing down
And boy, there'll be a small town night
And you'll fall for her sky-blue eyes
And when she's in your hands
You'll think you're a man and not a boy
She'll make you lose your mind, boy
She'll be every reason why

You're gonna drive and kiss
And throw a punch
And grow up way too fast
You're gonna drop the ball
Hit the wall
And break some hearts like glass
I know you will, 'cause you're a part of me
And a part of you will always be...my boy

It's 3am and I'd do anything to get you back to sleep
And that face will be the same one in the rearview
The day I watch you leave

But boy, you're gonna come back home
You're gonna settle down
But you won't feel the way I'm feelin' now
Til you have a boy
He's gonna know it all
He'll think he's ten feet tall
And run like he's bulletproof
And total a car or two",2017,https://www.youtube.com/watch?v=oUqJftD86-o,https://open.spotify.com/artist/5Zq7R5qmi58ByYyBQTlNuk,Lee Brice,
